timestamp,phase,ue_id,active_gnb,target_mbps,iperf_dl_actual_mbps,iperf_dl_mb,iperf_dl_retransmits,iperf_dl_cpu_host_pct,iperf_ul_actual_mbps,iperf_ul_mb,iperf_ul_retransmits,iperf_ul_cpu_host_pct,iperf_interval_idx,iperf_interval_total,iperf_interval_start_s,iperf_interval_end_s,iperf_interval_dl_mbps,iperf_interval_ul_mbps,ping_rtt_min_ms,ping_rtt_avg_ms,ping_rtt_max_ms,ping_rtt_mdev_ms,ping_loss_pct,ran_tti,ran_nof_ues,ran_dl_brate_bps,ran_ul_brate_bps,ran_proc_rmem,ran_proc_rmem_kB,ran_proc_vmem_kB,ran_sys_mem_pct,ran_system_load,ran_thread_count,ran_cpu_0_pct,ran_cpu_1_pct,ran_cpu_2_pct,ran_cpu_3_pct,ran_cpu_4_pct,ran_cpu_5_pct,ran_cpu_6_pct,ran_cpu_7_pct,ran_cpu_8_pct,ran_cpu_9_pct,ran_cpu_10_pct,ran_cpu_11_pct,ran_cpu_12_pct,ran_cpu_13_pct,ran_cpu_14_pct,ran_cpu_15_pct,ran_cpu_16_pct,ran_cpu_17_pct,ran_cpu_18_pct,ran_cpu_19_pct,ran_cpu_20_pct,ran_cpu_21_pct,ran_cpu_22_pct,ran_cpu_23_pct,ran_cpu_24_pct,ran_cpu_25_pct,ran_cpu_26_pct,ran_cpu_27_pct,ran_cpu_28_pct,ran_cpu_29_pct,ran_cpu_30_pct,ran_cpu_31_pct,ran_cpu_mean_pct,ran_cpu_max_pct,ran_cpu_softirq_cores_count,sysmon_cpu_user_pct,sysmon_cpu_sys_pct,sysmon_cpu_iowait_pct,sysmon_cpu_irq_pct,sysmon_cpu_softirq_pct,sysmon_cpu_idle_pct,sysmon_intr_per_s,sysmon_ctxt_per_s,sysmon_sirq_NET_RX_per_s,sysmon_sirq_NET_TX_per_s,sysmon_sirq_TIMER_per_s,sysmon_sirq_SCHED_per_s,sysmon_sirq_TASKLET_per_s,sysmon_sirq_RCU_per_s,sysmon_net_rx_bytes_s,sysmon_net_tx_bytes_s,sysmon_net_rx_pkts_s,sysmon_net_tx_pkts_s,sysmon_net_rx_drop_total,sysmon_net_tx_drop_total,sysmon_mem_used_MB,sysmon_load1,sysmon_load5,sysmon_load15,sysmon_cpu_freq_max_hz,sysmon_rapl_uj_delta,sysmon_temp_core_max_C,proc_cpu_user_pct,proc_cpu_sys_pct,proc_cpu_total_pct,proc_rss_kB,proc_threads,proc_vol_ctxsw_s,proc_nonvol_ctxsw_s,proc_schedrun_ns,proc_schedwait_ns,gnb_pkg0_watts,gnb_pkg1_watts,gnb_dram_watts,gnb_total_watts,gnb_cpu_freq_max_hz,gnb_cpu_freq_avg_hz,gnb_temp_pkg0_C,gnb_temp_pkg1_C,snap_cpu_0_pct,snap_cpu_1_pct,snap_cpu_2_pct,snap_cpu_3_pct,snap_cpu_4_pct,snap_cpu_5_pct,snap_cpu_6_pct,snap_cpu_7_pct,snap_cpu_8_pct,snap_cpu_9_pct,snap_cpu_10_pct,snap_cpu_11_pct,snap_cpu_12_pct,snap_cpu_13_pct,snap_cpu_14_pct,snap_cpu_15_pct,snap_cpu_16_pct,snap_cpu_17_pct,snap_cpu_18_pct,snap_cpu_19_pct,snap_cpu_20_pct,snap_cpu_21_pct,snap_cpu_22_pct,snap_cpu_23_pct,snap_cpu_24_pct,snap_cpu_25_pct,snap_cpu_26_pct,snap_cpu_27_pct,snap_cpu_28_pct,snap_cpu_29_pct,snap_cpu_30_pct,snap_cpu_31_pct,handover_phase,handover_delta_ms,notes
gnb1_2Mbps_tti_1.53e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.53e+06,1,0.0,0.0,1.3,855588,1666488,97,0.69,15,50.0,36.0,49.0,40.0,48.0,35.0,49.0,38.0,49.0,41.0,48.0,36.0,50.0,40.0,53.0,33.0,53.0,37.0,54.0,40.0,53.0,37.0,55.0,40.0,54.0,40.0,55.0,32.0,54.0,39.0,49.0,35.0,44.44,55.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.535e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.535e+06,1,0.0,0.0,1.3,855588,1666488,97,0.81,15,51.0,41.0,51.0,38.0,49.0,36.0,52.0,33.0,49.0,43.0,49.0,41.0,50.0,41.0,55.0,41.0,55.0,41.0,56.0,39.0,56.0,40.0,55.0,39.0,56.0,44.0,55.0,41.0,54.0,42.0,52.0,41.0,46.44,56.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.54e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.54e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,49.0,39.0,49.0,31.0,48.0,39.0,48.0,40.0,48.0,35.0,46.0,39.0,49.0,41.0,52.0,40.0,54.0,41.0,53.0,33.0,53.0,38.0,53.0,40.0,54.0,32.0,54.0,40.0,53.0,40.0,49.0,39.0,44.34,54.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.545e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.545e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,47.0,40.0,48.0,33.0,46.0,42.0,46.0,42.0,46.0,40.0,46.0,33.0,46.0,41.0,52.0,40.0,52.0,38.0,53.0,30.0,53.0,42.0,52.0,42.0,51.0,41.0,53.0,38.0,51.0,42.0,48.0,41.0,44.22,53.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.55e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.55e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,50.0,40.0,49.0,38.0,48.0,42.0,49.0,42.0,49.0,42.0,48.0,42.0,49.0,41.0,53.0,35.0,53.0,38.0,53.0,33.0,53.0,42.0,54.0,42.0,53.0,42.0,56.0,41.0,54.0,40.0,50.0,35.0,45.5,56.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.555e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.555e+06,1,0.0,0.0,1.3,855588,1666488,97,0.75,15,50.0,40.0,51.0,39.0,49.0,37.0,50.0,44.0,48.0,37.0,48.0,35.0,50.0,39.0,53.0,43.0,56.0,40.0,56.0,41.0,55.0,41.0,55.0,43.0,55.0,38.0,57.0,40.0,55.0,38.0,49.0,43.0,46.09,57.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.56e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.56e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,49.0,41.0,51.0,38.0,48.0,39.0,48.0,39.0,48.0,30.0,46.0,32.0,48.0,40.0,53.0,41.0,53.0,40.0,54.0,36.0,53.0,39.0,54.0,39.0,54.0,33.0,56.0,32.0,53.0,40.0,50.0,42.0,44.34,56.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.565e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.565e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,49.0,41.0,49.0,42.0,49.0,41.0,48.0,37.0,49.0,35.0,46.0,42.0,49.0,41.0,53.0,39.0,54.0,38.0,53.0,42.0,54.0,41.0,53.0,33.0,53.0,38.0,54.0,42.0,53.0,42.0,50.0,40.0,45.31,54.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.57e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.57e+06,1,0.0,0.0,1.3,855588,1666488,97,0.75,15,51.0,34.0,50.0,33.0,49.0,39.0,49.0,39.0,49.0,38.0,48.0,37.0,48.0,32.0,53.0,40.0,55.0,34.0,54.0,36.0,55.0,39.0,53.0,40.0,55.0,40.0,56.0,38.0,54.0,36.0,51.0,41.0,44.56,56.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.575e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.575e+06,1,0.0,0.0,1.3,855588,1666488,97,0.75,15,52.0,42.0,50.0,40.0,49.0,40.0,48.0,33.0,50.0,38.0,47.0,35.0,50.0,41.0,55.0,40.0,55.0,42.0,53.0,39.0,55.0,39.0,53.0,29.0,55.0,36.0,55.0,38.0,55.0,41.0,50.0,41.0,45.19,55.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.58e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.58e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,50.0,41.0,49.0,35.0,48.0,34.0,47.0,41.0,48.0,42.0,46.0,41.0,48.0,32.0,53.0,42.0,54.0,40.0,54.0,39.0,53.0,38.0,53.0,41.0,53.0,41.0,54.0,42.0,55.0,30.0,50.0,42.0,44.88,55.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.585e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.585e+06,1,0.0,0.0,1.3,855588,1666488,97,0.66,15,52.0,33.0,51.0,39.0,53.0,43.0,49.0,40.0,52.0,33.0,49.0,37.0,50.0,36.0,56.0,36.0,55.0,30.0,55.0,39.0,57.0,42.0,55.0,39.0,56.0,37.0,56.0,38.0,54.0,34.0,52.0,34.0,45.06,57.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.59e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.59e+06,1,0.0,0.0,1.3,855588,1666488,97,0.69,15,49.0,40.0,48.0,39.0,48.0,35.0,48.0,39.0,48.0,42.0,46.0,37.0,48.0,36.0,52.0,39.0,54.0,39.0,54.0,39.0,53.0,35.0,53.0,38.0,52.0,41.0,53.0,33.0,53.0,38.0,48.0,41.0,44.31,54.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.595e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.595e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,49.0,36.0,49.0,39.0,48.0,41.0,48.0,40.0,48.0,43.0,46.0,42.0,47.0,42.0,53.0,42.0,53.0,40.0,53.0,37.0,55.0,41.0,54.0,39.0,53.0,42.0,55.0,43.0,53.0,41.0,49.0,41.0,45.69,55.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.6e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.6e+06,1,0.0,0.0,1.3,855588,1666488,97,0.66,15,47.0,38.0,48.0,41.0,48.0,30.0,47.0,39.0,47.0,38.0,47.0,41.0,47.0,40.0,53.0,38.0,52.0,40.0,52.0,41.0,53.0,34.0,53.0,37.0,52.0,39.0,53.0,42.0,53.0,38.0,49.0,33.0,44.06,53.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.605e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.605e+06,1,0.0,0.0,1.3,855588,1666488,97,0.66,15,49.0,38.0,48.0,35.0,48.0,40.0,47.0,39.0,49.0,38.0,48.0,33.0,48.0,36.0,52.0,38.0,52.0,37.0,52.0,36.0,52.0,39.0,53.0,40.0,53.0,38.0,53.0,36.0,53.0,30.0,48.0,39.0,43.66,53.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.61e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.61e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,49.0,41.0,49.0,43.0,49.0,42.0,47.0,42.0,48.0,41.0,47.0,34.0,47.0,39.0,54.0,40.0,53.0,42.0,53.0,42.0,53.0,44.0,52.0,42.0,53.0,41.0,54.0,38.0,53.0,37.0,50.0,38.0,45.53,54.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.615e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.615e+06,1,0.0,0.0,1.3,855588,1666488,97,0.66,15,49.0,42.0,48.0,41.0,47.0,40.0,48.0,40.0,48.0,42.0,47.0,39.0,48.0,41.0,52.0,42.0,54.0,41.0,53.0,42.0,53.0,36.0,52.0,37.0,54.0,42.0,55.0,35.0,53.0,42.0,49.0,42.0,45.44,55.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.62e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.62e+06,1,0.0,0.0,1.3,855588,1666488,97,0.69,15,48.0,36.0,49.0,39.0,50.0,42.0,48.0,40.0,49.0,41.0,46.0,39.0,48.0,33.0,54.0,33.0,53.0,39.0,54.0,40.0,54.0,41.0,53.0,41.0,54.0,41.0,55.0,40.0,52.0,35.0,49.0,37.0,44.78,55.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.625e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.625e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,49.0,35.0,48.0,34.0,50.0,42.0,48.0,42.0,49.0,41.0,46.0,38.0,47.0,38.0,53.0,42.0,53.0,33.0,53.0,30.0,53.0,42.0,53.0,41.0,53.0,40.0,54.0,36.0,52.0,39.0,49.0,42.0,44.53,54.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.63e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.63e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,48.0,43.0,48.0,39.0,47.0,40.0,47.0,42.0,48.0,41.0,45.0,41.0,47.0,43.0,53.0,34.0,54.0,42.0,53.0,34.0,53.0,37.0,52.0,40.0,53.0,40.0,54.0,42.0,52.0,43.0,48.0,37.0,45.0,54.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.635e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.635e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,48.0,41.0,48.0,39.0,48.0,39.0,47.0,41.0,48.0,37.0,46.0,33.0,47.0,35.0,51.0,40.0,53.0,41.0,51.0,37.0,52.0,37.0,53.0,41.0,52.0,36.0,54.0,39.0,53.0,39.0,49.0,40.0,44.22,54.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.64e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.64e+06,1,0.0,0.0,1.3,855588,1666488,97,0.69,15,48.0,44.0,49.0,42.0,48.0,35.0,48.0,40.0,45.0,41.0,47.0,40.0,49.0,30.0,52.0,41.0,53.0,43.0,53.0,41.0,53.0,35.0,54.0,38.0,50.0,41.0,54.0,40.0,53.0,27.0,47.0,41.0,44.44,54.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.645e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.645e+06,1,0.0,0.0,1.3,855588,1666488,97,0.78,15,50.0,36.0,48.0,46.0,49.0,42.0,48.0,43.0,47.0,44.0,46.0,44.0,48.0,44.0,52.0,34.0,54.0,36.0,53.0,45.0,54.0,40.0,53.0,42.0,53.0,44.0,54.0,43.0,53.0,44.0,49.0,38.0,46.12,54.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.65e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.65e+06,1,0.0,0.0,1.3,855588,1666488,97,0.69,15,49.0,40.0,48.0,38.0,49.0,33.0,47.0,38.0,48.0,32.0,48.0,40.0,44.0,39.0,53.0,39.0,53.0,39.0,52.0,37.0,54.0,35.0,53.0,40.0,53.0,36.0,53.0,40.0,49.0,39.0,49.0,39.0,43.94,54.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.655e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.655e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,51.0,43.0,50.0,40.0,51.0,30.0,51.0,35.0,50.0,43.0,48.0,41.0,49.0,43.0,53.0,35.0,54.0,42.0,54.0,41.0,55.0,33.0,56.0,39.0,55.0,45.0,55.0,42.0,54.0,42.0,50.0,39.0,45.91,56.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
gnb1_2Mbps_tti_1.66e+06,gnb1_ramp_metrics,50,gnb1,2,,,,,,,,,,,,,,,,,,,,1.66e+06,1,0.0,0.0,1.3,855588,1666488,97,0.72,15,50.0,43.0,48.0,35.0,51.0,42.0,48.0,43.0,48.0,37.0,47.0,41.0,49.0,38.0,55.0,37.0,54.0,43.0,53.0,39.0,55.0,42.0,54.0,41.0,54.0,40.0,54.0,41.0,54.0,40.0,50.0,35.0,45.66,55.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,20.607,3.209,46.206,1798028,1413495,69.0,60.0,24.0,13.5,26.6,13.3,22.1,13.5,22.7,12.9,23.3,13.1,21.1,13.8,24.6,13.1,27.7,13.0,27.7,13.6,35.2,13.2,28.1,13.3,27.4,13.4,26.8,13.0,28.8,13.1,28.6,13.4,24.1,13.1,pre,,
